0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.057962,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.056360,0.054341,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.063174,0.059963,0.059820,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.066355,0.059983,0.061235,0.067515,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.085089,0.082288,0.074420,0.090472,0.084761,0.000000,0.000000,0.000000,0.000000
0.000000,0.111924,0.095536,0.106329,0.107934,0.094555,0.097302,0.000000,0.000000,0.000000
0.000000,0.098143,0.109554,0.096597,0.103401,0.121964,0.094147,0.111808,0.000000,0.000000
0.000000,0.103980,0.113768,0.106321,0.110902,0.122853,0.103813,0.107297,0.120239,0.000000
